,id,provider,title,description,category,skill level,is_paid,class,rating,URL,processed_description
206,207,youtube,Scikit-learn Crash Course - Machine Learning Library for Python,Scikit-learn is a free software machine learning library for the Python programming language. Learn how to use it in this crash course.,"data science, machine learning",any,no,free,,https://www.youtube.com/watch?v=0B5eIE_1vpU,scikitlearn free software machine learning library python programming language learn use crash course
207,208,tutorialspoint,Scikit Learn Tutorial,"Scikit-learn (Sklearn) is the most useful and robust library for machine learning in Python. It provides a selection of efficient tools for machine learning and statistical modeling including classification, regression, clustering and dimensionality reduction via a consistence interface in Python. This library, which is largely written in Python, is built upon NumPy, SciPy and Matplotlib. This tutorial will be useful for graduates, postgraduates, and research students who either have an interest in this Machine Learning subject or have this subject as a part of their curriculum. The reader can be a beginner or an advanced learner. The reader must have basic knowledge about Machine Learning. He/she should also be aware about Python, NumPy, Scipy, Matplotlib. If you are new to any of these concepts, we recommend you take up tutorials concerning these topics, before you dig further into this tutorial.","data science, machine learning",any,no,free,,https://www.tutorialspoint.com/scikit_learn/index.htm,scikitlearn sklearn useful robust library machine learning python provides selection efficient tool machine learning statistical modeling including classification regression clustering dimensionality reduction via consistence interface python library largely written python built upon numpy scipy matplotlib tutorial useful graduate postgraduate research student either interest machine learning subject subject part curriculum reader beginner advanced learner reader must basic knowledge machine learning heshe also aware python numpy scipy matplotlib new concept recommend take tutorial concerning topic dig tutorial
208,209,tensorflow,Introduction to TensorFlow,"TensorFlow makes it easy for beginners and experts to create machine learning models for desktop, mobile, web, and cloud. See the sections below to get started. Data can be the most important factor in the success of your ML endeavors. TensorFlow offers multiple data tools to help you consolidate, clean and preprocess data at scale: Standard datasets for initial training and validation, Highly scalable data pipelines for loading data, Preprocessing layers for common input transformations, Tools to validate and transform large datasets. Additionally, responsible AI tools help you uncover and eliminate bias in your data to produce fair, ethical outcomes from your models. Explore an entire ecosystem built on the Core framework that streamlines model construction, training, and export. TensorFlow supports distributed training, immediate model iteration and easy debugging with Keras, and much more. Tools like Model Analysis and TensorBoard help you track development and improvement through your model’s lifecycle. To help you get started, find collections of pre-trained models at TensorFlow Hub from Google and the community, or implementations of state-of-the art research models in the Model Garden. These libraries of high level components allow you to take powerful models, and fine-tune them on new data or customize them to perform new tasks. TensorFlow provides robust capabilities to deploy your models on any environment - servers, edge devices, browsers, mobile, microcontrollers, CPUs, GPUs, FPGAs. TensorFlow Serving can run ML models at production scale on the most advanced processors in the world, including Google's custom Tensor Processing Units (TPUs). If you need to analyze data close to its source to reduce latency and improve data privacy, the TensorFlow Lite framework lets you run models on mobile devices, edge computing devices, and even microcontrollers, and the TensorFlow.js framework lets you run machine learning with just a web browser. The TensorFlow platform helps you implement best practices for data automation, model tracking, performance monitoring, and model retraining. Using production-level tools to automate and track model training over the lifetime of a product, service, or business process is critical to success. TFX provides software frameworks and tooling for full MLOps deployments, detecting issues as your data and models evolve over time.",machine learning,any,no,free,,https://www.tensorflow.org/learn,tensorflow make easy beginner expert create machine learning model desktop mobile web cloud see section get started data important factor success ml endeavor tensorflow offer multiple data tool help consolidate clean preprocess data scale standard datasets initial training validation highly scalable data pipeline loading data preprocessing layer common input transformation tool validate transform large datasets additionally responsible ai tool help uncover eliminate bias data produce fair ethical outcome model explore entire ecosystem built core framework streamlines model construction training export tensorflow support distributed training immediate model iteration easy debugging kera much tool like model analysis tensorboard help track development improvement model lifecycle help get started find collection pretrained model tensorflow hub google community implementation stateofthe art research model model garden library high level component allow take powerful model finetune new data customize perform new task tensorflow provides robust capability deploy model environment server edge device browser mobile microcontrollers cpu gpus fpgas tensorflow serving run ml model production scale advanced processor world including google custom tensor processing unit tpus need analyze data close source reduce latency improve data privacy tensorflow lite framework let run model mobile device edge computing device even microcontrollers tensorflowjs framework let run machine learning web browser tensorflow platform help implement best practice data automation model tracking performance monitoring model retraining using productionlevel tool automate track model training lifetime product service business process critical success tfx provides software framework tooling full mlops deployment detecting issue data model evolve time
209,210,coursera,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning","Learn best practices for using TensorFlow, a popular open-source machine learning framework. Build a basic neural network in TensorFlow. Train a neural network for a computer vision application. Understand how to use convolutions to improve your neural network. If you are a software developer who wants to build scalable AI-powered algorithms, you need to understand how to use the tools to build them. This course is part of the upcoming Machine Learning in Tensorflow Specialization and will teach you best practices for using TensorFlow, a popular open-source framework for machine learning. The Machine Learning course and Deep Learning Specialization from Andrew Ng teach the most important and foundational principles of Machine Learning and Deep Learning. This new deeplearning.ai TensorFlow Specialization teaches you how to use TensorFlow to implement those principles so that you can start building and applying scalable models to real-world problems. To develop a deeper understanding of how neural networks work, we recommend that you take the Deep Learning Specialization. Welcome to this course on going from Basics to Mastery of TensorFlow. We're excited you're here! In Week 1, you'll get a soft introduction to what Machine Learning and Deep Learning are, and how they offer you a new programming paradigm, giving you a new set of tools to open previously unexplored scenarios. All you need to know is some very basic programming skills, and you'll pick the rest up as you go along. To get started, check out the first video, a conversation between Andrew and Laurence that sets the theme for what you'll study... Welcome to week 2 of the course! In week 1 you learned all about how Machine Learning and Deep Learning is a new programming paradigm. This week you’re going to take that to the next level by beginning to solve problems of computer vision with just a few lines of code! Check out this conversation between Laurence and Andrew where they discuss it and introduce you to Computer Vision! Welcome to week 3! In week 2 you saw a basic Neural Network for Computer Vision. It did the job nicely, but it was a little naive in its approach. This week we’ll see how to make it better, as discussed by Laurence and Andrew here. Last week you saw how to improve the results from your deep neural network using convolutions. It was a good start, but the data you used was very basic. What happens when your images are larger, or if the features aren’t always in the same place? Andrew and Laurence discuss this to prepare you for what you’ll learn this week: handling complex images!","machine learning, artificial intelligence",any,no,free,,https://www.coursera.org/learn/introduction-tensorflow,learn best practice using tensorflow popular opensource machine learning framework build basic neural network tensorflow train neural network computer vision application understand use convolution improve neural network software developer want build scalable aipowered algorithm need understand use tool build course part upcoming machine learning tensorflow specialization teach best practice using tensorflow popular opensource framework machine learning machine learning course deep learning specialization andrew ng teach important foundational principle machine learning deep learning new deeplearningai tensorflow specialization teach use tensorflow implement principle start building applying scalable model realworld problem develop deeper understanding neural network work recommend take deep learning specialization welcome course going basic mastery tensorflow excited youre week 1 youll get soft introduction machine learning deep learning offer new programming paradigm giving new set tool open previously unexplored scenario need know basic programming skill youll pick rest go along get started check first video conversation andrew laurence set theme youll study welcome week 2 course week 1 learned machine learning deep learning new programming paradigm week youre going take next level beginning solve problem computer vision line code check conversation laurence andrew discus introduce computer vision welcome week 3 week 2 saw basic neural network computer vision job nicely little naive approach week well see make better discussed laurence andrew last week saw improve result deep neural network using convolution good start data used basic happens image larger feature arent always place andrew laurence discus prepare youll learn week handling complex image
210,211,hugging face,NLP Course,"This course will teach you about natural language processing (NLP) using libraries from the Hugging Face ecosystem — Transformers, Datasets, Tokenizers, and Accelerate — as well as the Hugging Face Hub. Chapters 1 to 4 provide an introduction to the main concepts of the Transformers library. By the end of this part of the course, you will be familiar with how Transformer models work and will know how to use a model from the Hugging Face Hub, fine-tune it on a dataset, and share your results on the Hub! Chapters 5 to 8 teach the basics of Datasets and Tokenizers before diving into classic NLP tasks. By the end of this part, you will be able to tackle the most common NLP problems by yourself. Chapters 9 to 12 go beyond NLP, and explore how Transformer models can be used to tackle tasks in speech processing and computer vision. Along the way, you’ll learn how to build and share demos of your models, and optimize them for production environments. By the end of this part, you will be ready to apply Transformers to (almost) any machine learning problem! This course: Requires a good knowledge of Python. Is better taken after an introductory deep learning course, such as fast.ai’s Practical Deep Learning for Coders or one of the programs developed by DeepLearning.AI. Does not expect prior PyTorch or TensorFlow knowledge, though some familiarity with either of those will help. After you’ve completed this course, we recommend checking out DeepLearning.AI’s Natural Language Processing Specialization, which covers a wide range of traditional NLP models like naive Bayes and LSTMs that are well worth knowing about!","machine learning, artificial intelligence",intermediate,no,free,,https://huggingface.co/learn/nlp-course/chapter1/1,course teach natural language processing nlp using library hugging face ecosystem transformer datasets tokenizers accelerate well hugging face hub chapter 1 4 provide introduction main concept transformer library end part course familiar transformer model work know use model hugging face hub finetune dataset share result hub chapter 5 8 teach basic datasets tokenizers diving classic nlp task end part able tackle common nlp problem chapter 9 12 go beyond nlp explore transformer model used tackle task speech processing computer vision along way youll learn build share demo model optimize production environment end part ready apply transformer almost machine learning problem course requires good knowledge python better taken introductory deep learning course fastais practical deep learning coder one program developed deeplearningai expect prior pytorch tensorflow knowledge though familiarity either help youve completed course recommend checking deeplearningais natural language processing specialization cover wide range traditional nlp model like naive bayes lstms well worth knowing
211,212,hugging face,Deep Reinforcement Learning Course,"This course will teach you about Deep Reinforcement Learning from beginner to expert. It’s completely free and open-source! In this course, you will: Study Deep Reinforcement Learning in theory and practice. Learn to use famous Deep RL libraries such as Stable Baselines3, RL Baselines3 Zoo, Sample Factory and CleanRL. Train agents in unique environments such as SnowballFight, Huggy the Doggo, VizDoom (Doom) and classical ones such as Space Invaders, PyBullet and more. Share your trained agents with one line of code to the Hub and also download powerful agents from the community. Participate in challenges where you will evaluate your agents against other teams. You’ll also get to play against the agents you’ll train. Earn a certificate of completion by completing 80% of the assignments. At the end of this course, you’ll get a solid foundation from the basics to the SOTA (state-of-the-art) of methods.","machine learning, artificial intelligence",beginner,no,free,,https://huggingface.co/learn/deep-rl-course/unit0/introduction,course teach deep reinforcement learning beginner expert completely free opensource course study deep reinforcement learning theory practice learn use famous deep rl library stable baselines3 rl baselines3 zoo sample factory cleanrl train agent unique environment snowballfight huggy doggo vizdoom doom classical one space invader pybullet share trained agent one line code hub also download powerful agent community participate challenge evaluate agent team youll also get play agent youll train earn certificate completion completing 80 assignment end course youll get solid foundation basic sota stateoftheart method
212,213,tutorialspoint,Keras Tutorial,"Keras is an open source deep learning framework for python. It has been developed by an artificial intelligence researcher at Google named Francois Chollet. Leading organizations like Google, Square, Netflix, Huawei and Uber are currently using Keras. This tutorial walks through the installation of Keras, basics of deep learning, Keras models, Keras layers, Keras modules and finally conclude with some real-time applications.This tutorial is prepared for professionals who are aspiring to make a career in the field of deep learning and neural network framework. This tutorial is intended to make you comfortable in getting started with the Keras framework concepts. Before proceeding with the various types ofs concepts given in this tutorial, we assume that the readers have basic understanding of deep learning framework. In addition to this, it will be very helpful, if the readers have a sound knowledge of Python and Machine Learning.",machine learning,any,no,free,,https://www.tutorialspoint.com/keras/index.htm,kera open source deep learning framework python developed artificial intelligence researcher google named francois chollet leading organization like google square netflix huawei uber currently using kera tutorial walk installation kera basic deep learning kera model kera layer kera module finally conclude realtime applicationsthis tutorial prepared professional aspiring make career field deep learning neural network framework tutorial intended make comfortable getting started kera framework concept proceeding various type ofs concept given tutorial assume reader basic understanding deep learning framework addition helpful reader sound knowledge python machine learning
213,214,docker-curriculum,Docker for Beginners,"Learn to build and deploy your distributed applications easily to the cloud with Docker. Docker is a tool that allows developers, sys-admins etc. to easily deploy their applications in a sandbox (called containers) to run on the host operating system i.e. Linux. The key benefit of Docker is that it allows users to package an application with all of its dependencies into a standardized unit for software development. Unlike virtual machines, containers do not have high overhead and hence enable more efficient usage of the underlying system and resources",container technology,beginner,no,free,,https://docker-curriculum.com/,learn build deploy distributed application easily cloud docker docker tool allows developer sysadmins etc easily deploy application sandbox called container run host operating system ie linux key benefit docker allows user package application dependency standardized unit software development unlike virtual machine container high overhead hence enable efficient usage underlying system resource
214,215,simplilearn,Docker Tutorial: A Step-by-Step Tutorial for Beginners,"Docker is an open platform that enables users to develop, ship, and run applications with ease. Docker software is packaged as containers- a docker standardized unit. These containers have all the elements, such as system tools, libraries, runtime, etc required by the software. In this lesson, you will learn all the basics of Docker and how to set it up along with a guide on choosing the right plan as per your needs. Docker is considered a better alternative to a virtual machine for several reasons. In this lesson, we highlight the advantages of Docker by comparing it with the functions of a virtual machine. This lesson also talks about how Docker works and its different components, such as Docker client and server, Docker image, Docker registry, and Docker container. There are several benefits of working with Docker on Windows. This lesson will help you understand these advantages, some basic requirements and specifications for installing Docker on windows, and a step-by-step guide to installing it on Windows. Docker can also be installed on Ubuntu, and some of the advantages of installing it on Ubuntu are that various containers can run on the same hardware, high productivity, and easy configuration among others. The lesson familiarizes you with the steps involved in installing Docker on Ubuntu. Both Docker and virtual machines were introduced to solve various challenges using a container platform. However, it can be tricky to understand whether you should opt for Docker or a virtual machine for your organization. In this lesson, you will learn about Docker and VM, some basic differences between the two, and which one makes for a better choice for your requirements. Docker containers have all the elements required to run the software. The task of defining and deploying a Docker container requires Docker Compose- an open-source tool. In this lesson, you will learn everything about Docker containers, defining and deploying them using Docker compose, how to use Docker containers, and their benefits. Dockerfile is a text file that has instructions for building Docker images. Docker images are read-only files and include several instructions that need to be executed to create a Docker container. This lesson will familiarize you with important Docker commands that will help you understand how to create a Dockerfile and how to create Docker Images and Docker Containers with the help of a Dockerfile. You will also find easy-to-understand examples that assist you in understanding the practical implementations of these elements. Docker Compose is a crucial element of Docker that helps render web-based applications highly productive. While one of the previous lessons provides you with a brief explanation of Docker Compose, this lesson aims at building an in-depth understanding of Compose, its benefits, some basic commands in Docker Compose, and how to install Docker Compose and create the Compose file. Docker Swarm is an orchestration management tool running on Docker applications to help end-users create and deploy a cluster of Docker nodes. In this lesson, you will learn about Docker Swarm and other important elements, such as Docker Daemon. We also highlight the features of Docker Swarm, its working, and some of the key concepts, and compare Kubernetes and Docker Swarm. At the end of the lesson, you will find a comprehensive demo on Docker Swarm for beginners. Users can link a Docker container to multiple networks as per requirements using Docker networking. Go through this lesson to understand what Docker networking is, its advantages, and how it works. The lesson also familiarizes you with the container network model, network drivers, and some basic Docker networking commands that help you have a practical understanding of Docker networking.  Using Docker essentially means having a good understanding of the most important commands that you will need to use in Docker. This lesson is designed to help you with that by listing crucial Docker commands, such as container commands, Docker share commands, some general commands, Swarm commands, and Docker Compose commands to help you explore the world of Docker with ease. ",container technology,beginner,no,free,,https://www.simplilearn.com/tutorials/docker-tutorial,docker open platform enables user develop ship run application ease docker software packaged container docker standardized unit container element system tool library runtime etc required software lesson learn basic docker set along guide choosing right plan per need docker considered better alternative virtual machine several reason lesson highlight advantage docker comparing function virtual machine lesson also talk docker work different component docker client server docker image docker registry docker container several benefit working docker window lesson help understand advantage basic requirement specification installing docker window stepbystep guide installing window docker also installed ubuntu advantage installing ubuntu various container run hardware high productivity easy configuration among others lesson familiarizes step involved installing docker ubuntu docker virtual machine introduced solve various challenge using container platform however tricky understand whether opt docker virtual machine organization lesson learn docker vm basic difference two one make better choice requirement docker container element required run software task defining deploying docker container requires docker compose opensource tool lesson learn everything docker container defining deploying using docker compose use docker container benefit dockerfile text file instruction building docker image docker image readonly file include several instruction need executed create docker container lesson familiarize important docker command help understand create dockerfile create docker image docker container help dockerfile also find easytounderstand example assist understanding practical implementation element docker compose crucial element docker help render webbased application highly productive one previous lesson provides brief explanation docker compose lesson aim building indepth understanding compose benefit basic command docker compose install docker compose create compose file docker swarm orchestration management tool running docker application help endusers create deploy cluster docker node lesson learn docker swarm important element docker daemon also highlight feature docker swarm working key concept compare kubernetes docker swarm end lesson find comprehensive demo docker swarm beginner user link docker container multiple network per requirement using docker networking go lesson understand docker networking advantage work lesson also familiarizes container network model network driver basic docker networking command help practical understanding docker networking using docker essentially mean good understanding important command need use docker lesson designed help listing crucial docker command container command docker share command general command swarm command docker compose command help explore world docker ease
215,216,youtube,Docker Tutorial for Beginners,Docker Tutorial for Beginners - Learn Docker for a career in software or DevOps engineering. This Docker tutorial teaches you everything you need to get started.,container technology,beginner,no,free,,https://www.youtube.com/watch?v=pTFZFxd4hOI,docker tutorial beginner learn docker career software devops engineering docker tutorial teach everything need get started
216,217,nodesource,An Absolute Beginner's Guide to Using npm,"Using npm effectively is a cornerstone of modern web development, no matter if it's exclusively with Node.js, as a package manager or build tool for the front-end, or even as a piece of workflows in other languages and on other platforms. Really understanding npm as a tool, understanding the core concepts, can be something that's difficult for a beginner - I spent many hours just trying to figure out small details that would seem minor or be taken for granted by others. As such, I've written up a basic and detailed guide for understanding npm, for those who are entirely new to Node.js, npm, and the surrounding ecosystem.","frontend development, software development",beginner,no,free,,https://nodesource.com/blog/an-absolute-beginners-guide-to-using-npm/,using npm effectively cornerstone modern web development matter exclusively nodejs package manager build tool frontend even piece workflow language platform really understanding npm tool understanding core concept something thats difficult beginner spent many hour trying figure small detail would seem minor taken granted others ive written basic detailed guide understanding npm entirely new nodejs npm surrounding ecosystem
217,218,lets defend,Network Fundamentals,"Every SOC Analyst needs to understand how the network works. With this strong basic knowledge, other technical stuff will be easier to understand. Introduction to Network Fundamentals, Types of Networks, Network Topologies, OSI Reference Model, Network Devices, TCP/IP Model, IP Addressing Mechanism, Network Address Translation (NAT).",cybersecurity,beginner,no,free,,https://app.letsdefend.io/training/lessons/network-fundamentals,every soc analyst need understand network work strong basic knowledge technical stuff easier understand introduction network fundamental type network network topology osi reference model network device tcpip model ip addressing mechanism network address translation nat
218,219,youtube,Crash Course Computer Science,"n 40 episodes, Carrie Anne Philbin teaches you computer science! This course is based on introductory college-level material as well as the AP Computer Science Principles guidelines. By the end of this course, you will be able to: *Outline the history of computers and the design decisions that gave us modern computers *Describe the basic elements of programming and software *Identify the basic components of computer hardware and what they do *Describe how computers are used and how that has evolved over time *Appreciate how far computers have come and how far they might take us.",computer science,beginner,no,free,,https://www.youtube.com/playlist?list=PL8dPuuaLjXtNlUrzyH5r6jN9ulIgZBpdo,n 40 episode carrie anne philbin teach computer science course based introductory collegelevel material well ap computer science principle guideline end course able outline history computer design decision gave u modern computer describe basic element programming software identify basic component computer hardware describe computer used evolved time appreciate far computer come far might take u
219,220,the odin project,Full Stack Ruby on Rails,"This path takes you through our entire Ruby on Rails curriculum. The courses should be taken in the order that they are displayed. You'll learn everything you need to know to create beautiful responsive websites from scratch using Ruby on Rails. Time to dive deep into Ruby, the language 'designed for programmer happiness.' You'll cover object-oriented design, testing, and data structures – essential knowledge for learning other programming languages, too! Let's learn a little more about what you can do with HTML and CSS. Databases are used to organize and capture large amounts of data, typically by inputting, storing, retrieving and managing the information. This course will focus on relational databases, which are widely used to store data and SQL, the language used to query the database. Take Ruby to the next level with the Ruby on Rails framework! Learn how to fully craft your site's backend using the Model-View-Controller design pattern. You'll gain the confidence to launch a website in under an hour. It's time to dig in and become the CSS expert you deserve to be. After this course you'll be equipped to create web projects that look beautiful on any device! Make your websites dynamic and interactive with JavaScript! You'll create features and stand-alone applications. This module includes projects where you will learn how to manipulate the DOM, use object-oriented programming principles, and fetch real-world data using APIs. Let's learn React, the most popular JavaScript library for building user interfaces. Take your frontend skills to a whole new level!",fullstack development,beginner,no,free,,https://www.theodinproject.com/paths/full-stack-ruby-on-rails,path take entire ruby rail curriculum course taken order displayed youll learn everything need know create beautiful responsive website scratch using ruby rail time dive deep ruby language designed programmer happiness youll cover objectoriented design testing data structure essential knowledge learning programming language let learn little html cs database used organize capture large amount data typically inputting storing retrieving managing information course focus relational database widely used store data sql language used query database take ruby next level ruby rail framework learn fully craft site backend using modelviewcontroller design pattern youll gain confidence launch website hour time dig become cs expert deserve course youll equipped create web project look beautiful device make website dynamic interactive javascript youll create feature standalone application module includes project learn manipulate dom use objectoriented programming principle fetch realworld data using apis let learn react popular javascript library building user interface take frontend skill whole new level
220,221,the odin project,Full Stack JavaScript,"This path takes you through our entire JavaScript curriculum. The courses should be taken in the order that they are displayed. You'll learn everything you need to know to create beautiful responsive websites from scratch using JavaScript and NodeJS. Let's learn a little more about what you can do with HTML and CSS. Make your websites dynamic and interactive with JavaScript! You'll create features and stand-alone applications. This module includes projects where you will learn how to manipulate the DOM, use object-oriented programming principles, and fetch real-world data using APIs. It's time to dig in and become the CSS expert you deserve to be. After this course you'll be equipped to create web projects that look beautiful on any device! Let's learn React, the most popular JavaScript library for building user interfaces. Take your frontend skills to a whole new level! Take your JavaScript skills to the server-side! Learn how to fully craft your site's backend using Express, the most popular back-end JavaScript framework! You will also learn how to use a non-relational database, MongoDB.","fullstack development, frontend development",beginner,no,free,,https://www.theodinproject.com/paths/full-stack-javascript,path take entire javascript curriculum course taken order displayed youll learn everything need know create beautiful responsive website scratch using javascript nodejs let learn little html cs make website dynamic interactive javascript youll create feature standalone application module includes project learn manipulate dom use objectoriented programming principle fetch realworld data using apis time dig become cs expert deserve course youll equipped create web project look beautiful device let learn react popular javascript library building user interface take frontend skill whole new level take javascript skill serverside learn fully craft site backend using express popular backend javascript framework also learn use nonrelational database mongodb
221,222,the odin project,Foundations Course,"The Odin Project is an open-source community dedicated to providing the best information sources to take you from zero to a full-stack developer. More information can be found at The Odin Project’s about page. In this unit, we’ll learn about how the web works and start thinking about the basics of computer and web programming. Each of the following sections and lessons represents essential baseline knowledge. Even if you have no intention of becoming a web developer yourself, this material should help you gain a useful understanding of the moving parts involved in creating and serving content on the web. We will start by getting familiar with the internet and your own computer. Next, we’ll work on setting up a development environment and learning about Git and GitHub. Then, we’ll go over the basics of front-end technologies like HTML, CSS, and Javascript before stepping into the back end with a brief foray that covers the basic concepts of back-end technologies. By the end of this unit, you should not only understand how the web works but also be able to identify and differentiate between all the technologies that you will use to build your own web applications. You will be able to build a simple webpage, style it, and add minor elements of interactivity while working comfortably from the command line. This section intentionally covers a very broad range of topics. It’s silly to go diving straight into server-side programming without having a context for what it is and why it’s useful (and why you should learn it!).",frontend development,beginner,no,free,,https://www.theodinproject.com/paths/foundations/courses/foundations,odin project opensource community dedicated providing best information source take zero fullstack developer information found odin project page unit well learn web work start thinking basic computer web programming following section lesson represents essential baseline knowledge even intention becoming web developer material help gain useful understanding moving part involved creating serving content web start getting familiar internet computer next well work setting development environment learning git github well go basic frontend technology like html cs javascript stepping back end brief foray cover basic concept backend technology end unit understand web work also able identify differentiate technology use build web application able build simple webpage style add minor element interactivity working comfortably command line section intentionally cover broad range topic silly go diving straight serverside programming without context useful learn
222,223,udacity,AI Programming with Python,"Learn Python, NumPy, pandas, Matplotlib, PyTorch, Calculus, and Linear Algebra—the foundations for building your own neural network. Start coding with Python, drawing upon libraries and automation scripts to solve complex problems quickly. Learn how to use all the key tools for working with data in Python: Jupyter Notebooks, NumPy, Anaconda, pandas, and Matplotlib. Learn the foundational linear algebra you need for AI success: vectors, linear transformations, and matrices—as well as the linear algebra behind neural networks. Learn the foundations of calculus to understand how to train a neural network: plotting, derivatives, the chain rule, and more. See how these mathematical skills visually come to life with a neural network example. Gain a solid foundation in the hottest fields in AI: neural networks, deep learning, and PyTorch.","artificial intelligence, machine learning",beginner,yes,paid,,https://www.udacity.com/course/ai-programming-python-nanodegree--nd089,learn python numpy panda matplotlib pytorch calculus linear algebrathe foundation building neural network start coding python drawing upon library automation script solve complex problem quickly learn use key tool working data python jupyter notebook numpy anaconda panda matplotlib learn foundational linear algebra need ai success vector linear transformation matricesas well linear algebra behind neural network learn foundation calculus understand train neural network plotting derivative chain rule see mathematical skill visually come life neural network example gain solid foundation hottest field ai neural network deep learning pytorch
223,224,udacity,Machine Learning DevOps Engineer,"Up your game by streamlining the integration of machine-learning models and deploying them to a production-level environment. Develop skills that are essential for deploying production machine learning models. First, you will put your coding best practices on auto-pilot by learning how to use PyLint and AutoPEP8. Then you will further expand your git and Github skills to work with teams. Finally, you will learn best practices associated with testing and logging used in production settings in order to ensure your models can stand the test of time. This course empowers the students to be more efficient, effective, and productive in modern, real-world ML projects by adopting best practices around reproducible workflows. In particular, it teaches the fundamentals of MLops and how to: a) create a clean, organized, reproducible, end-to-end machine learning pipeline from scratch using MLflow b) clean and validate the data using pytest c) track experiments, code, and results using GitHub and Weights & Biases d) select the best-performing model for production and e) deploy a model using MLflow. Along the way, it also touches on other technologies like Kubernetes, Kubeflow, and Great Expectations and how they relate to the content of the class. This course teaches students how to robustly deploy a machine learning model into production. En route to that goal students will learn how to put the finishing touches on a model by taking a fine grained approach to model performance, checking bias, and ultimately writing a model card. Students will also learn how to version control their data and models using Data Version Control (DVC). The last piece in preparation for deployment will be learning Continuous Integration and Continuous Deployment which will be accomplished using GitHub Actions and Heroku, respectively. Finally, students will learn how to write a fast, type-checked, and auto-documented API using FastAPI. This course will help students automate the devops processes required to score and re-deploy ML models. Students will automate model training and deployment. They will set up regular scoring processes to be performed after model deployment, and also learn to reason carefully about model drift, and whether models need to be retrained and re-deployed. Students will learn to diagnose operational issues with models, including data integrity and stability problems, timing problems, and dependency issues. Finally, students will learn to set up automated reporting with API’s.","artificial intelligence, machine learning",beginner,yes,paid,,https://www.udacity.com/course/machine-learning-dev-ops-engineer-nanodegree--nd0821,game streamlining integration machinelearning model deploying productionlevel environment develop skill essential deploying production machine learning model first put coding best practice autopilot learning use pylint autopep8 expand git github skill work team finally learn best practice associated testing logging used production setting order ensure model stand test time course empowers student efficient effective productive modern realworld ml project adopting best practice around reproducible workflow particular teach fundamental mlops create clean organized reproducible endtoend machine learning pipeline scratch using mlflow b clean validate data using pytest c track experiment code result using github weight bias select bestperforming model production e deploy model using mlflow along way also touch technology like kubernetes kubeflow great expectation relate content class course teach student robustly deploy machine learning model production en route goal student learn put finishing touch model taking fine grained approach model performance checking bias ultimately writing model card student also learn version control data model using data version control dvc last piece preparation deployment learning continuous integration continuous deployment accomplished using github action heroku respectively finally student learn write fast typechecked autodocumented api using fastapi course help student automate devops process required score redeploy ml model student automate model training deployment set regular scoring process performed model deployment also learn reason carefully model drift whether model need retrained redeployed student learn diagnose operational issue model including data integrity stability problem timing problem dependency issue finally student learn set automated reporting apis
224,225,udacity,How to Become an iOS Developer,"Master the Swift programming language, and create a portfolio of iOS apps for iPhone and iPad to showcase your skills! You will start by learning the basics of iOS app development using the Swift programming language and Xcode, Apple's development environment. You'll develop your first iOS apps using layouts, views, UIKit, and more. Then, you’ll progress to build more complex and advanced applications, using networking, and Apple’s Grand Central Dispatch and Core Data, and will be ready to publish your capstone project to the App Store. Learn the basics of Swift, the programming language used to develop iOS apps. Build your first app with Swift and Xcode, Apple’s programming environment for app development. You’ll learn how to use AutoLayout, UIButtons, and UILabels to create an interface, and how to react to touch events in an app using ViewController and multiple views. You’ll also learn how to set up audio recording and playback in a voice recording app. Develop an app with UIKit, Apple’s front-end framework for developing fast and powerful web interfaces. Learn about the delegate pattern to make connections between the app’s model, view, and controller, and add table views and navigation to your app. Incorporate networking into your apps, and harness the power of APIs to display images and retrieve data. Use Apple’s Grand Central Dispatch, or GCD, framework to create asynchronous apps, ensuring a smooth user experience, even while your apps run lengthy operations in the background. Learn about simple persistence, the iOS File System, and the “sandbox.” Set up the classes we need to get Core Data up and running so that we can create, save, and delete model objects. Enable user interfaces to reactively update whenever the model changes, and safely migrate user data between versions. This is your chance to let your iOS Developer skills shine! For this final project, you'll design and build your own iOS app, taking the design from the drawing board to the App Store.",mobile development,beginner,yes,paid,,https://www.udacity.com/course/ios-developer-nanodegree--nd003,master swift programming language create portfolio io apps iphone ipad showcase skill start learning basic io app development using swift programming language xcode apple development environment youll develop first io apps using layout view uikit youll progress build complex advanced application using networking apple grand central dispatch core data ready publish capstone project app store learn basic swift programming language used develop io apps build first app swift xcode apple programming environment app development youll learn use autolayout uibuttons uilabels create interface react touch event app using viewcontroller multiple view youll also learn set audio recording playback voice recording app develop app uikit apple frontend framework developing fast powerful web interface learn delegate pattern make connection apps model view controller add table view navigation app incorporate networking apps harness power apis display image retrieve data use apple grand central dispatch gcd framework create asynchronous apps ensuring smooth user experience even apps run lengthy operation background learn simple persistence io file system sandbox set class need get core data running create save delete model object enable user interface reactively update whenever model change safely migrate user data version chance let io developer skill shine final project youll design build io app taking design drawing board app store
