id,provider,title,description,skill level,is_paid,class,URL
200,edX,Professional Certificate in Data Science,"The demand for skilled data science practitioners in industry, academia, and government is rapidly growing. The HarvardX Data Science program prepares you with the necessary knowledge base and useful skills to tackle real-world data analysis challenges. The program covers concepts such as probability, inference, regression, and machine learning and helps you develop an essential skill set that includes R programming, data wrangling with dplyr, data visualization with ggplot2, file organization with Unix/Linux, version control with git and GitHub, and reproducible document preparation with RStudio. In each course, we use motivating case studies, ask specific questions, and learn by answering these through data analysis. Case studies include: Trends in World Health and Economics, US Crime Rates, The Financial Crisis of 2007-2008, Election Forecasting, Building a Baseball Team (inspired by Moneyball), and Movie Recommendation Systems. Throughout the program, we will be using the R software environment. You will learn R, statistical concepts, and data analysis techniques simultaneously. We believe that you can better retain R knowledge when you learn how to solve a specific problem.",any,yes,paid,https://www.edx.org/professional-certificate/harvardx-data-science?index=product&results_level=first-level-results&term=fastAPI&objectID=program-3c32e3e0-b6fe-4ee4-bd4f-210c6339e074&campaign=Data++Science&source=edx&product_category=professional-certificate&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch
201,youtube,C# Tutorial For Beginners - Learn C# Basics in 1 Hour,"C# tutorial for beginners: Get up & running with C# and code in just 1 hour! No prior knowledge needed. Watch this C# tutorial for beginners to learn the fundamentals of C# (pronounced C sharp) and .NET framework. If you're looking for a C# tutorial that teaches you C# programming from scratch, this tutorial is for you. C# is a popular programming language and everyday people use to build games, desktop, mobile, and web applications.",any,no,free,https://www.youtube.com/watch?v=gfkTfcpWqAY
202,youtube,Python NumPy Tutorial for Beginners,"Learn the basics of the NumPy library in this tutorial for beginners. It provides background information on how NumPy works and how it compares to Python's Built-in lists. This video goes through how to write code with NumPy. It starts with the basics of creating arrays and then gets into more advanced stuff. The video covers creating arrays, indexing, math, statistics, reshaping, and more.",any,no,free,https://www.youtube.com/watch?v=QUT1VHiLmmI&t=12s
203,edX,IBM: Analyzing Data with Python,"In this course, you will learn how to analyze data in Python using multi-dimensional arrays in numpy, manipulate DataFrames in pandas, use SciPy library of mathematical routines, and perform machine learning using scikit-learn! Please Note: Learners who successfully complete this IBM course can earn a skill badge — a detailed, verifiable and digital credential that profiles the knowledge and skills you’ve acquired in this course. Enroll to learn more, complete the course and claim your badge! Learn how to analyze data using Python in this introductory course. You will go from understanding the basics of Python to exploring many different types of data through lecture, hands-on labs, and assignments. You will learn how to prepare data for analysis, perform simple statistical analyses, create meaningful data visualizations, predict future trends from data, and more! How to import data sets, clean and prepare data for analysis, summarize data, and build data pipelines. Use Pandas DataFrames, Numpy multidimensional arrays, and SciPy libraries to work with various datasets. Load, manipulate, analyze, and visualize datasets with pandas, an open-source library. Build machine-learning models and make predictions with scikit-learn, another open-source library. It includes following parts: Data Analysis libraries: will learn to use Pandas DataFrames, Numpy multi-dimentional arrays, and SciPy libraries to work with a various datasets. We will introduce you to pandas, an open-source library, and we will use it to load, manipulate, analyze, and visualize cool datasets. Then we will introduce you to another open-source library, scikit-learn, and we will use some of its machine learning algorithms to build smart models and make cool predictions.",any,no,free,https://www.edx.org/learn/python/ibm-analyzing-data-with-python?index=product&queryID=2c4211c07791578d31243bcdb2a052d7&position=1&results_level=first-level-results&term=numpy&objectID=course-29a1e3b8-3e84-4b14-b60d-0fa97512e420&campaign=Analyzing+Data+with+Python&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch
204,real python,NumPy Tutorial,"NumPy is a Python library that provides a simple yet powerful data structure: the n-dimensional array. This is the foundation on which almost all the power of Python’s data science toolkit is built, and learning NumPy is the first step on any Python data scientist’s journey. This tutorial will provide you with the knowledge you need to use NumPy and the higher-level libraries that rely on it. In this tutorial you’ll learn: What core concepts in data science are made possible by NumPy, How to create NumPy arrays using various methods, How to manipulate NumPy arrays to perform useful calculations, How to apply these new skills to real-world problemsTo get the most out of this NumPy tutorial, you should be familiar with writing Python code. Working through the Introduction to Python learning path is a great way to make sure you’ve got the basic skills covered. If you’re familiar with matrix mathematics, then that will certainly be helpful as well. You don’t need to know anything about data science, however. You’ll learn that here. There’s also a repository of NumPy code samples that you’ll see throughout this tutorial. You can use it for reference and experiment with the examples to see how changing the code changes the outcome.",any,no,free,https://realpython.com/numpy-tutorial/
205,w3schools,Pandas Tutorial,We have created 14 tutorial pages for you to learn more about Pandas. Pandas is a Python library. Pandas is used to analyze data.,any,no,free,https://www.w3schools.com/python/pandas/default.asp
206,medium,Apache Kafka Tutorial - Kafka For Beginners,"Today, we are starting our new journey, with this Apache Kafka Tutorial. In this Kafka tutorial, we will see what is Kafka, Apache Kafka history, why Kafka. Moreover, we will learn Kafka Architecture, components of Kafka and Kafka Partition. Also, we will discuss various comparisons in Kafka and Kafka use cases. Along with this, we will see various terms in this Kafka tutorial such as Kafka Broker, Kafka Cluster, Kafka Consumer, Kafka Topics etc.",any,no,free,https://medium.com/@patelharshali136/apache-kafka-tutorial-kafka-for-beginners-a58140cef84f
207,youtube,Scikit-learn Crash Course - Machine Learning Library for Python,Scikit-learn is a free software machine learning library for the Python programming language. Learn how to use it in this crash course.,any,no,free,https://www.youtube.com/watch?v=0B5eIE_1vpU
208,tutorialspoint,Scikit Learn Tutorial,"Scikit-learn (Sklearn) is the most useful and robust library for machine learning in Python. It provides a selection of efficient tools for machine learning and statistical modeling including classification, regression, clustering and dimensionality reduction via a consistence interface in Python. This library, which is largely written in Python, is built upon NumPy, SciPy and Matplotlib. This tutorial will be useful for graduates, postgraduates, and research students who either have an interest in this Machine Learning subject or have this subject as a part of their curriculum. The reader can be a beginner or an advanced learner. The reader must have basic knowledge about Machine Learning. He/she should also be aware about Python, NumPy, Scipy, Matplotlib. If you are new to any of these concepts, we recommend you take up tutorials concerning these topics, before you dig further into this tutorial.",any,no,free,https://www.tutorialspoint.com/scikit_learn/index.htm
209,tensorflow,Introduction to TensorFlow,"TensorFlow makes it easy for beginners and experts to create machine learning models for desktop, mobile, web, and cloud. See the sections below to get started. Data can be the most important factor in the success of your ML endeavors. TensorFlow offers multiple data tools to help you consolidate, clean and preprocess data at scale: Standard datasets for initial training and validation, Highly scalable data pipelines for loading data, Preprocessing layers for common input transformations, Tools to validate and transform large datasets. Additionally, responsible AI tools help you uncover and eliminate bias in your data to produce fair, ethical outcomes from your models. Explore an entire ecosystem built on the Core framework that streamlines model construction, training, and export. TensorFlow supports distributed training, immediate model iteration and easy debugging with Keras, and much more. Tools like Model Analysis and TensorBoard help you track development and improvement through your model’s lifecycle. To help you get started, find collections of pre-trained models at TensorFlow Hub from Google and the community, or implementations of state-of-the art research models in the Model Garden. These libraries of high level components allow you to take powerful models, and fine-tune them on new data or customize them to perform new tasks. TensorFlow provides robust capabilities to deploy your models on any environment - servers, edge devices, browsers, mobile, microcontrollers, CPUs, GPUs, FPGAs. TensorFlow Serving can run ML models at production scale on the most advanced processors in the world, including Google's custom Tensor Processing Units (TPUs). If you need to analyze data close to its source to reduce latency and improve data privacy, the TensorFlow Lite framework lets you run models on mobile devices, edge computing devices, and even microcontrollers, and the TensorFlow.js framework lets you run machine learning with just a web browser. The TensorFlow platform helps you implement best practices for data automation, model tracking, performance monitoring, and model retraining. Using production-level tools to automate and track model training over the lifetime of a product, service, or business process is critical to success. TFX provides software frameworks and tooling for full MLOps deployments, detecting issues as your data and models evolve over time.",any,no,free,https://www.tensorflow.org/learn
210,coursera,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning","Learn best practices for using TensorFlow, a popular open-source machine learning framework. Build a basic neural network in TensorFlow. Train a neural network for a computer vision application. Understand how to use convolutions to improve your neural network. If you are a software developer who wants to build scalable AI-powered algorithms, you need to understand how to use the tools to build them. This course is part of the upcoming Machine Learning in Tensorflow Specialization and will teach you best practices for using TensorFlow, a popular open-source framework for machine learning. The Machine Learning course and Deep Learning Specialization from Andrew Ng teach the most important and foundational principles of Machine Learning and Deep Learning. This new deeplearning.ai TensorFlow Specialization teaches you how to use TensorFlow to implement those principles so that you can start building and applying scalable models to real-world problems. To develop a deeper understanding of how neural networks work, we recommend that you take the Deep Learning Specialization. Welcome to this course on going from Basics to Mastery of TensorFlow. We're excited you're here! In Week 1, you'll get a soft introduction to what Machine Learning and Deep Learning are, and how they offer you a new programming paradigm, giving you a new set of tools to open previously unexplored scenarios. All you need to know is some very basic programming skills, and you'll pick the rest up as you go along. To get started, check out the first video, a conversation between Andrew and Laurence that sets the theme for what you'll study... Welcome to week 2 of the course! In week 1 you learned all about how Machine Learning and Deep Learning is a new programming paradigm. This week you’re going to take that to the next level by beginning to solve problems of computer vision with just a few lines of code! Check out this conversation between Laurence and Andrew where they discuss it and introduce you to Computer Vision! Welcome to week 3! In week 2 you saw a basic Neural Network for Computer Vision. It did the job nicely, but it was a little naive in its approach. This week we’ll see how to make it better, as discussed by Laurence and Andrew here. Last week you saw how to improve the results from your deep neural network using convolutions. It was a good start, but the data you used was very basic. What happens when your images are larger, or if the features aren’t always in the same place? Andrew and Laurence discuss this to prepare you for what you’ll learn this week: handling complex images!",any,no,free,https://www.coursera.org/learn/introduction-tensorflow
211,hugging face,NLP Course,"This course will teach you about natural language processing (NLP) using libraries from the Hugging Face ecosystem — Transformers, Datasets, Tokenizers, and Accelerate — as well as the Hugging Face Hub. Chapters 1 to 4 provide an introduction to the main concepts of the Transformers library. By the end of this part of the course, you will be familiar with how Transformer models work and will know how to use a model from the Hugging Face Hub, fine-tune it on a dataset, and share your results on the Hub! Chapters 5 to 8 teach the basics of Datasets and Tokenizers before diving into classic NLP tasks. By the end of this part, you will be able to tackle the most common NLP problems by yourself. Chapters 9 to 12 go beyond NLP, and explore how Transformer models can be used to tackle tasks in speech processing and computer vision. Along the way, you’ll learn how to build and share demos of your models, and optimize them for production environments. By the end of this part, you will be ready to apply Transformers to (almost) any machine learning problem! This course: Requires a good knowledge of Python. Is better taken after an introductory deep learning course, such as fast.ai’s Practical Deep Learning for Coders or one of the programs developed by DeepLearning.AI. Does not expect prior PyTorch or TensorFlow knowledge, though some familiarity with either of those will help. After you’ve completed this course, we recommend checking out DeepLearning.AI’s Natural Language Processing Specialization, which covers a wide range of traditional NLP models like naive Bayes and LSTMs that are well worth knowing about!",intermediate,no,free,https://huggingface.co/learn/nlp-course/chapter1/1
212,hugging face,Deep Reinforcement Learning Course,"This course will teach you about Deep Reinforcement Learning from beginner to expert. It’s completely free and open-source! In this course, you will: Study Deep Reinforcement Learning in theory and practice. Learn to use famous Deep RL libraries such as Stable Baselines3, RL Baselines3 Zoo, Sample Factory and CleanRL. Train agents in unique environments such as SnowballFight, Huggy the Doggo, VizDoom (Doom) and classical ones such as Space Invaders, PyBullet and more. Share your trained agents with one line of code to the Hub and also download powerful agents from the community. Participate in challenges where you will evaluate your agents against other teams. You’ll also get to play against the agents you’ll train. Earn a certificate of completion by completing 80% of the assignments. At the end of this course, you’ll get a solid foundation from the basics to the SOTA (state-of-the-art) of methods.",beginner,no,free,https://huggingface.co/learn/deep-rl-course/unit0/introduction
213,tutorialspoint,Keras Tutorial,"Keras is an open source deep learning framework for python. It has been developed by an artificial intelligence researcher at Google named Francois Chollet. Leading organizations like Google, Square, Netflix, Huawei and Uber are currently using Keras. This tutorial walks through the installation of Keras, basics of deep learning, Keras models, Keras layers, Keras modules and finally conclude with some real-time applications.This tutorial is prepared for professionals who are aspiring to make a career in the field of deep learning and neural network framework. This tutorial is intended to make you comfortable in getting started with the Keras framework concepts. Before proceeding with the various types ofs concepts given in this tutorial, we assume that the readers have basic understanding of deep learning framework. In addition to this, it will be very helpful, if the readers have a sound knowledge of Python and Machine Learning.",any,no,free,https://www.tutorialspoint.com/keras/index.htm
214,docker-curriculum,Docker for Beginners,"Learn to build and deploy your distributed applications easily to the cloud with Docker. Docker is a tool that allows developers, sys-admins etc. to easily deploy their applications in a sandbox (called containers) to run on the host operating system i.e. Linux. The key benefit of Docker is that it allows users to package an application with all of its dependencies into a standardized unit for software development. Unlike virtual machines, containers do not have high overhead and hence enable more efficient usage of the underlying system and resources",beginner,no,free,https://docker-curriculum.com/
215,simplilearn,Docker Tutorial: A Step-by-Step Tutorial for Beginners,"Docker is an open platform that enables users to develop, ship, and run applications with ease. Docker software is packaged as containers- a docker standardized unit. These containers have all the elements, such as system tools, libraries, runtime, etc required by the software. In this lesson, you will learn all the basics of Docker and how to set it up along with a guide on choosing the right plan as per your needs. Docker is considered a better alternative to a virtual machine for several reasons. In this lesson, we highlight the advantages of Docker by comparing it with the functions of a virtual machine. This lesson also talks about how Docker works and its different components, such as Docker client and server, Docker image, Docker registry, and Docker container. There are several benefits of working with Docker on Windows. This lesson will help you understand these advantages, some basic requirements and specifications for installing Docker on windows, and a step-by-step guide to installing it on Windows. Docker can also be installed on Ubuntu, and some of the advantages of installing it on Ubuntu are that various containers can run on the same hardware, high productivity, and easy configuration among others. The lesson familiarizes you with the steps involved in installing Docker on Ubuntu. Both Docker and virtual machines were introduced to solve various challenges using a container platform. However, it can be tricky to understand whether you should opt for Docker or a virtual machine for your organization. In this lesson, you will learn about Docker and VM, some basic differences between the two, and which one makes for a better choice for your requirements. Docker containers have all the elements required to run the software. The task of defining and deploying a Docker container requires Docker Compose- an open-source tool. In this lesson, you will learn everything about Docker containers, defining and deploying them using Docker compose, how to use Docker containers, and their benefits. Dockerfile is a text file that has instructions for building Docker images. Docker images are read-only files and include several instructions that need to be executed to create a Docker container. This lesson will familiarize you with important Docker commands that will help you understand how to create a Dockerfile and how to create Docker Images and Docker Containers with the help of a Dockerfile. You will also find easy-to-understand examples that assist you in understanding the practical implementations of these elements. Docker Compose is a crucial element of Docker that helps render web-based applications highly productive. While one of the previous lessons provides you with a brief explanation of Docker Compose, this lesson aims at building an in-depth understanding of Compose, its benefits, some basic commands in Docker Compose, and how to install Docker Compose and create the Compose file. Docker Swarm is an orchestration management tool running on Docker applications to help end-users create and deploy a cluster of Docker nodes. In this lesson, you will learn about Docker Swarm and other important elements, such as Docker Daemon. We also highlight the features of Docker Swarm, its working, and some of the key concepts, and compare Kubernetes and Docker Swarm. At the end of the lesson, you will find a comprehensive demo on Docker Swarm for beginners. Users can link a Docker container to multiple networks as per requirements using Docker networking. Go through this lesson to understand what Docker networking is, its advantages, and how it works. The lesson also familiarizes you with the container network model, network drivers, and some basic Docker networking commands that help you have a practical understanding of Docker networking.  Using Docker essentially means having a good understanding of the most important commands that you will need to use in Docker. This lesson is designed to help you with that by listing crucial Docker commands, such as container commands, Docker share commands, some general commands, Swarm commands, and Docker Compose commands to help you explore the world of Docker with ease. ",beginner,no,free,https://www.simplilearn.com/tutorials/docker-tutorial
216,youtube,Docker Tutorial for Beginners,Docker Tutorial for Beginners - Learn Docker for a career in software or DevOps engineering. This Docker tutorial teaches you everything you need to get started.,beginner,no,free,https://www.youtube.com/watch?v=pTFZFxd4hOI
217,nodesource,An Absolute Beginner's Guide to Using npm,"Using npm effectively is a cornerstone of modern web development, no matter if it's exclusively with Node.js, as a package manager or build tool for the front-end, or even as a piece of workflows in other languages and on other platforms. Really understanding npm as a tool, understanding the core concepts, can be something that's difficult for a beginner - I spent many hours just trying to figure out small details that would seem minor or be taken for granted by others. As such, I've written up a basic and detailed guide for understanding npm, for those who are entirely new to Node.js, npm, and the surrounding ecosystem.",beginner,no,free,https://nodesource.com/blog/an-absolute-beginners-guide-to-using-npm/
218,lets defend,Network Fundamentals,"Every SOC Analyst needs to understand how the network works. With this strong basic knowledge, other technical stuff will be easier to understand. Introduction to Network Fundamentals, Types of Networks, Network Topologies, OSI Reference Model, Network Devices, TCP/IP Model, IP Addressing Mechanism, Network Address Translation (NAT).",beginner,no,free,https://app.letsdefend.io/training/lessons/network-fundamentals
219,youtube,Crash Course Computer Science,"n 40 episodes, Carrie Anne Philbin teaches you computer science! This course is based on introductory college-level material as well as the AP Computer Science Principles guidelines. By the end of this course, you will be able to: *Outline the history of computers and the design decisions that gave us modern computers *Describe the basic elements of programming and software *Identify the basic components of computer hardware and what they do *Describe how computers are used and how that has evolved over time *Appreciate how far computers have come and how far they might take us.",beginner,no,free,https://www.youtube.com/playlist?list=PL8dPuuaLjXtNlUrzyH5r6jN9ulIgZBpdo
220,the odin project,Full Stack Ruby on Rails,"This path takes you through our entire Ruby on Rails curriculum. The courses should be taken in the order that they are displayed. You'll learn everything you need to know to create beautiful responsive websites from scratch using Ruby on Rails. Time to dive deep into Ruby, the language 'designed for programmer happiness.' You'll cover object-oriented design, testing, and data structures – essential knowledge for learning other programming languages, too! Let's learn a little more about what you can do with HTML and CSS. Databases are used to organize and capture large amounts of data, typically by inputting, storing, retrieving and managing the information. This course will focus on relational databases, which are widely used to store data and SQL, the language used to query the database. Take Ruby to the next level with the Ruby on Rails framework! Learn how to fully craft your site's backend using the Model-View-Controller design pattern. You'll gain the confidence to launch a website in under an hour. It's time to dig in and become the CSS expert you deserve to be. After this course you'll be equipped to create web projects that look beautiful on any device! Make your websites dynamic and interactive with JavaScript! You'll create features and stand-alone applications. This module includes projects where you will learn how to manipulate the DOM, use object-oriented programming principles, and fetch real-world data using APIs. Let's learn React, the most popular JavaScript library for building user interfaces. Take your frontend skills to a whole new level!",beginner,no,free,https://www.theodinproject.com/paths/full-stack-ruby-on-rails
221,the odin project,Full Stack JavaScript,"This path takes you through our entire JavaScript curriculum. The courses should be taken in the order that they are displayed. You'll learn everything you need to know to create beautiful responsive websites from scratch using JavaScript and NodeJS. Let's learn a little more about what you can do with HTML and CSS. Make your websites dynamic and interactive with JavaScript! You'll create features and stand-alone applications. This module includes projects where you will learn how to manipulate the DOM, use object-oriented programming principles, and fetch real-world data using APIs. It's time to dig in and become the CSS expert you deserve to be. After this course you'll be equipped to create web projects that look beautiful on any device! Let's learn React, the most popular JavaScript library for building user interfaces. Take your frontend skills to a whole new level! Take your JavaScript skills to the server-side! Learn how to fully craft your site's backend using Express, the most popular back-end JavaScript framework! You will also learn how to use a non-relational database, MongoDB.",beginner,no,free,https://www.theodinproject.com/paths/full-stack-javascript
222,the odin project,Foundations Course,"The Odin Project is an open-source community dedicated to providing the best information sources to take you from zero to a full-stack developer. More information can be found at The Odin Project’s about page. In this unit, we’ll learn about how the web works and start thinking about the basics of computer and web programming. Each of the following sections and lessons represents essential baseline knowledge. Even if you have no intention of becoming a web developer yourself, this material should help you gain a useful understanding of the moving parts involved in creating and serving content on the web. We will start by getting familiar with the internet and your own computer. Next, we’ll work on setting up a development environment and learning about Git and GitHub. Then, we’ll go over the basics of front-end technologies like HTML, CSS, and Javascript before stepping into the back end with a brief foray that covers the basic concepts of back-end technologies. By the end of this unit, you should not only understand how the web works but also be able to identify and differentiate between all the technologies that you will use to build your own web applications. You will be able to build a simple webpage, style it, and add minor elements of interactivity while working comfortably from the command line. This section intentionally covers a very broad range of topics. It’s silly to go diving straight into server-side programming without having a context for what it is and why it’s useful (and why you should learn it!).",beginner,no,free,https://www.theodinproject.com/paths/foundations/courses/foundations
223,udacity,AI Programming with Python,"Learn Python, NumPy, pandas, Matplotlib, PyTorch, Calculus, and Linear Algebra—the foundations for building your own neural network. Start coding with Python, drawing upon libraries and automation scripts to solve complex problems quickly. Learn how to use all the key tools for working with data in Python: Jupyter Notebooks, NumPy, Anaconda, pandas, and Matplotlib. Learn the foundational linear algebra you need for AI success: vectors, linear transformations, and matrices—as well as the linear algebra behind neural networks. Learn the foundations of calculus to understand how to train a neural network: plotting, derivatives, the chain rule, and more. See how these mathematical skills visually come to life with a neural network example. Gain a solid foundation in the hottest fields in AI: neural networks, deep learning, and PyTorch.",beginner,yes,paid,https://www.udacity.com/course/ai-programming-python-nanodegree--nd089
224,udacity,Machine Learning DevOps Engineer,"Up your game by streamlining the integration of machine-learning models and deploying them to a production-level environment. Develop skills that are essential for deploying production machine learning models. First, you will put your coding best practices on auto-pilot by learning how to use PyLint and AutoPEP8. Then you will further expand your git and Github skills to work with teams. Finally, you will learn best practices associated with testing and logging used in production settings in order to ensure your models can stand the test of time. This course empowers the students to be more efficient, effective, and productive in modern, real-world ML projects by adopting best practices around reproducible workflows. In particular, it teaches the fundamentals of MLops and how to: a) create a clean, organized, reproducible, end-to-end machine learning pipeline from scratch using MLflow b) clean and validate the data using pytest c) track experiments, code, and results using GitHub and Weights & Biases d) select the best-performing model for production and e) deploy a model using MLflow. Along the way, it also touches on other technologies like Kubernetes, Kubeflow, and Great Expectations and how they relate to the content of the class. This course teaches students how to robustly deploy a machine learning model into production. En route to that goal students will learn how to put the finishing touches on a model by taking a fine grained approach to model performance, checking bias, and ultimately writing a model card. Students will also learn how to version control their data and models using Data Version Control (DVC). The last piece in preparation for deployment will be learning Continuous Integration and Continuous Deployment which will be accomplished using GitHub Actions and Heroku, respectively. Finally, students will learn how to write a fast, type-checked, and auto-documented API using FastAPI. This course will help students automate the devops processes required to score and re-deploy ML models. Students will automate model training and deployment. They will set up regular scoring processes to be performed after model deployment, and also learn to reason carefully about model drift, and whether models need to be retrained and re-deployed. Students will learn to diagnose operational issues with models, including data integrity and stability problems, timing problems, and dependency issues. Finally, students will learn to set up automated reporting with API’s.",beginner,yes,paid,https://www.udacity.com/course/machine-learning-dev-ops-engineer-nanodegree--nd0821
225,udacity,How to Become an iOS Developer,"Master the Swift programming language, and create a portfolio of iOS apps for iPhone and iPad to showcase your skills! You will start by learning the basics of iOS app development using the Swift programming language and Xcode, Apple's development environment. You'll develop your first iOS apps using layouts, views, UIKit, and more. Then, you’ll progress to build more complex and advanced applications, using networking, and Apple’s Grand Central Dispatch and Core Data, and will be ready to publish your capstone project to the App Store. Learn the basics of Swift, the programming language used to develop iOS apps. Build your first app with Swift and Xcode, Apple’s programming environment for app development. You’ll learn how to use AutoLayout, UIButtons, and UILabels to create an interface, and how to react to touch events in an app using ViewController and multiple views. You’ll also learn how to set up audio recording and playback in a voice recording app. Develop an app with UIKit, Apple’s front-end framework for developing fast and powerful web interfaces. Learn about the delegate pattern to make connections between the app’s model, view, and controller, and add table views and navigation to your app. Incorporate networking into your apps, and harness the power of APIs to display images and retrieve data. Use Apple’s Grand Central Dispatch, or GCD, framework to create asynchronous apps, ensuring a smooth user experience, even while your apps run lengthy operations in the background. Learn about simple persistence, the iOS File System, and the “sandbox.” Set up the classes we need to get Core Data up and running so that we can create, save, and delete model objects. Enable user interfaces to reactively update whenever the model changes, and safely migrate user data between versions. This is your chance to let your iOS Developer skills shine! For this final project, you'll design and build your own iOS app, taking the design from the drawing board to the App Store.",beginner,yes,paid,https://www.udacity.com/course/ios-developer-nanodegree--nd003
226,udacity,How to Become a Business Analyst,"Gain foundational data skills applicable to any industry. Collect and analyze data, model business scenarios, and communicate your findings with SQL, Excel, and Tableau. In this program, you’ll learn foundational data skills that apply across functions and industries. You’ll learn to analyze data and build models with Excel, query databases using SQL, and create informative data visualizations with Tableau. Learn how to use statistics and visuals to find and communicate insights. Develop Excel skills to manipulate, analyze, and visualize data in a spreadsheet. Build Excel models to analyze possible business outcomes. Learn to use Structured Query Language (SQL) to extract and analyze data stored in databases. Learn to apply design and visualization principles to create impactful data visualizations, build data dashboards, and tell stories with data.",beginner,yes,paid,https://www.udacity.com/course/business-analytics-nanodegree--nd098
227,udacity,Agile Software Development,"Learn best practices for using the Agile framework to build better products faster and more efficiently. Learn how to build products that deliver continuous value to customers using an Agile approach to software development. By the end of this program, students will be able to differentiate between Scrum, Kanban, and XP, create an environment that fosters high performing teams, and manage iteration planning using Agile techniques. Students will also be able to create a release plan for a Minimum Viable Product, create metrics that show project status, and effectively communicate progress both within and outside of the development team. In this course, students will be introduced to The Agile Mindset and how it sets the tone for ""being"" Agile versus just ""doing"" Agile. Students will learn to leverage The Agile Manifesto as the foundation for all Agile Frameworks, identify the practical differences between Agile and Waterfall approaches, and master characteristics of three of the more popular Agile Frameworks being utilized across all industries: Scrum, Kanban and XP. Students will then take a deep dive into Agile Teams and Governance and apply best practices of both in order to deliver immense business value. The Agile approach to planning is an iterative process that focuses on delivering value to the customer. In this course, students will be introduced to the high level aspects of agile planning, including product vision and roadmaps. Students will also learn how to manage requirements at the tactical level, including gathering, writing, and prioritizing requirements using agile techniques from each of the major frameworks. Finally, students will learn different approaches to estimating work and how to build release and iteration plans that help the team continuously deliver value. At the end of the course, students will be equipped with the tools and techniques they need to apply Agile Planning and Prioritization within a team or organization to deliver value more efficiently. In this course, students will learn how to communicate project progress and status through information radiators, guide and direct organizational agility through the use of metrics, and differentiate between patterns to mimic and anti-patterns to avoid. Students will also learn how to identify and mitigate risk, and build both internal and external communication strategies that work effectively for the relevant stakeholder audience.",beginner,yes,paid,https://www.udacity.com/course/agile-software-development-nanodegree--nd144
228,udacity,Security Engineer,"You’ll master the foundational skills necessary to become a successful Security Engineer. This program will focus on how to protect a company’s computer systems, networks, applications and infrastructure from security threats or attacks. This course introduces the fundamental concepts and practices of security engineering. These are the basic principles and properties a security engineer will apply when evaluating, prioritizing and communicating security topics. Additionally, you’ll learn about the practical applications of cryptography. You will also learn about strategies for risk evaluation, security review and audit. In this course, you’ll start by exploring the basics of system security and its implementation at the operating system level. You will learn about implementing authentication and authorization as a means to protect access to data and services. You will also learn about detecting unauthorized changes to a system and how to effectively counter them. By the end, you will understand how to build logging, monitoring and auditing tools that can alert you to system security breaches and how to effectively counter them in a real-world case. In this course, you will be introduced to the industry best practices for security configurations and controls. You will perform an assessment that includes security benchmarks, configurations and controls. You will also scan the main infrastructure operating systems for vulnerabilities and produce a report based on an industry scenario. At the end of this course, you will be familiar with industry terminology and security best practices. You will also learn to perform vulnerability scans and produce industry-standard reports. In this course, you will learn the basics of secure web application. You will start by learning about OWASP and the Top 10 list of vulnerabilities within web applications. You will also learn how to do Static code scans using special software and even how to manually test a web application. By the end of this course you will be able to work as a security expert that can help shape the security posture of the development team to help build more secure web applications.",any,yes,paid,https://www.udacity.com/course/security-engineer-nanodegree--nd698
229,udacity,Deep Learning,"Join the next generation of deep learning talent that will help define a highly beneficial AI-powered future for our world. In this program, you’ll study cutting-edge topics such as neural networks, convolutional neural networks, recurrent neural networks, and generative adversarial networks. Begin by learning the fundamentals of deep learning. Then examine the foundational algorithms underpinning modern deep learning: gradient descent and backpropagation. Once those foundations are established, explore design constructs of neural networks and the impact of these design decisions. Finally, the course explores how neural network training can be optimized for accuracy and robustness. This course introduces convolutional neural networks, the most widely used type of neural networks specialized in image processing. You will learn the main characteristics of CNNs that make them better than standard neural networks for image processing. Then you’ll examine the inner workings of CNNs and apply the architectures to custom datasets using transfer learning. Finally, you will learn how to use CNNs for object detection and semantic segmentation. This course covers multiple RNN architectures and discusses design patterns for those models. Additionally, you’ll focus on the latest transformer architectures. Become familiar with generative adversarial networks (GANs) by learning how to build and train different GANs architectures to generate new images. Discover, build, and train architectures such as DCGAN, CycleGAN, ProGAN, and StyleGAN on diverse datasets including the MNIST dataset, Summer2Winter Yosemite dataset, or CelebA dataset.",any,yes,paid,https://www.udacity.com/course/deep-learning-nanodegree--nd101
